timestamp,userId,userEngagementDuration,bucket
3/5/2019 0:01,11544439,11.98854078,control
3/5/2019 0:01,11717175,13.82697522,treatment
3/5/2019 0:02,11723283,10.33320112,control
3/5/2019 0:03,11830159,10.0655317,control
3/5/2019 0:03,11775685,8.095692387,control
3/5/2019 0:04,11885749,9.652858756,control
3/5/2019 0:05,11917142,18.84433998,control
3/5/2019 0:06,11549333,10.27770018,control
3/5/2019 0:07,11864868,11.19377497,treatment
3/5/2019 0:07,11656857,8.364262613,control
3/5/2019 0:13,11358804,11.20451221,treatment
3/5/2019 0:13,11473339,12.07252901,control
3/5/2019 0:15,11483769,5.382031879,control
3/5/2019 0:16,11347627,8.948991225,control
3/5/2019 0:16,11313052,12.0309837,control
3/5/2019 0:17,11463498,7.165415068,treatment
3/5/2019 0:18,11920151,5.989841915,treatment
3/5/2019 0:18,11818204,15.63468879,control
3/5/2019 0:18,11556340,3.75351671,treatment
3/5/2019 0:20,11854924,12.87948738,treatment
3/5/2019 0:21,11259039,6.830430413,treatment
3/5/2019 0:21,11662032,4.239697235,treatment
3/5/2019 0:21,11616069,10.92608802,control
3/5/2019 0:22,11780697,8.765550463,treatment
3/5/2019 0:23,11949796,18.60642487,treatment
3/5/2019 0:24,11682822,7.621305702,treatment
3/5/2019 0:24,11753620,10.8031127,treatment
3/5/2019 0:27,11640618,2.798343657,control
3/5/2019 0:28,11666514,10.55715124,control
3/5/2019 0:28,11646258,8.145233994,control
3/5/2019 0:29,11434195,10.53982922,treatment
3/5/2019 0:29,11590911,11.0089144,treatment
3/5/2019 0:29,11485797,8.407762335,control
3/5/2019 0:31,11550360,15.26910908,treatment
3/5/2019 0:34,11941909,14.95587343,control
3/5/2019 0:36,11953342,6.416615864,control
3/5/2019 0:36,11433559,14.13966407,treatment
3/5/2019 0:36,11553438,6.236303102,control
3/5/2019 0:39,11726277,13.3698841,control
3/5/2019 0:39,11605268,13.16041085,treatment
3/5/2019 0:40,11454794,16.32153956,control
3/5/2019 0:41,11333426,4.189082474,control
3/5/2019 0:41,11464545,2.439814493,treatment
3/5/2019 0:43,11578374,20.52412021,treatment
3/5/2019 0:43,11406274,9.265823475,treatment
3/5/2019 0:43,11838847,5.157957773,control
3/5/2019 0:45,11779838,2.258458876,treatment
3/5/2019 0:46,11743658,6.510964446,control
3/5/2019 0:47,11302929,3.522068447,treatment
3/5/2019 0:47,11359976,18.45060119,control
3/5/2019 0:48,11634808,11.80720058,treatment
3/5/2019 0:49,11782865,7.03903444,treatment
3/5/2019 0:49,11410547,18.72513367,treatment
3/5/2019 0:49,11317527,8.079994265,control
3/5/2019 0:51,11272597,3.654470987,control
3/5/2019 0:51,11705981,10.53411589,control
3/5/2019 0:52,11344270,7.507555688,control
3/5/2019 0:52,11424639,5.89449749,treatment
3/5/2019 0:54,11274918,12.29336887,treatment
3/5/2019 0:54,11602959,8.854218707,control
3/5/2019 0:55,11771814,11.73306461,control
3/5/2019 0:57,11621102,5.982469168,control
3/5/2019 0:58,11508511,7.298026525,control
3/5/2019 1:00,11510925,14.31369219,treatment
3/5/2019 1:00,11738183,16.80319078,treatment
3/5/2019 1:00,11585145,3.616169409,control
3/5/2019 1:00,11879123,8.694028324,treatment
3/5/2019 1:00,11522763,7.141231879,control
3/5/2019 1:01,11414468,10.98930916,treatment
3/5/2019 1:02,11807732,11.98266397,treatment
3/5/2019 1:02,11418016,15.08244009,treatment
3/5/2019 1:02,11666485,20.63203857,control
3/5/2019 1:03,11323917,5.254781579,treatment
3/5/2019 1:03,11744834,4.277861994,treatment
3/5/2019 1:04,11846085,11.85791998,control
3/5/2019 1:05,11841925,5.094351417,treatment
3/5/2019 1:05,11508484,12.34338113,control
3/5/2019 1:06,11840280,8.071554301,control
3/5/2019 1:07,11714638,18.61320718,treatment
3/5/2019 1:08,11456514,8.039390371,control
3/5/2019 1:08,11683576,5.742516964,control
3/5/2019 1:09,11805999,8.871774816,treatment
3/5/2019 1:09,11374932,16.80797266,treatment
3/5/2019 1:10,11450424,11.53586975,treatment
3/5/2019 1:13,11637469,7.275256867,control
3/5/2019 1:16,11770748,13.20258111,treatment
3/5/2019 1:16,11897803,10.16248925,control
3/5/2019 1:17,11925855,5.947282028,control
3/5/2019 1:17,11918877,3.025281185,treatment
3/5/2019 1:18,11784586,6.813397289,treatment
3/5/2019 1:18,11807899,6.8707339,treatment
3/5/2019 1:19,11611426,10.82388085,control
3/5/2019 1:20,11384539,33.77575861,control
3/5/2019 1:20,11514548,8.150793064,treatment
3/5/2019 1:22,11555716,7.87563539,treatment
3/5/2019 1:24,11863631,11.59881903,control
3/5/2019 1:24,11921644,11.9133507,treatment
3/5/2019 1:27,11762144,6.435231484,control
3/5/2019 1:27,11690351,21.10464262,control
3/5/2019 1:29,11693617,5.856534606,treatment
3/5/2019 1:29,11522300,5.969114778,treatment
3/5/2019 1:30,11469353,7.442699817,control
3/5/2019 1:31,11732799,6.039330276,control
3/5/2019 1:31,11755639,3.885125717,control
3/5/2019 1:31,11370003,37.6514428,control
3/5/2019 1:32,11715369,5.387409672,treatment
3/5/2019 1:32,11387771,13.84071969,treatment
3/5/2019 1:33,11497151,14.43626521,control
3/5/2019 1:33,11850105,18.4384147,treatment
3/5/2019 1:33,11652287,5.371951206,control
3/5/2019 1:34,11894621,5.10116508,control
3/5/2019 1:34,11431358,2.825173873,treatment
3/5/2019 1:35,11886994,23.74638383,treatment
3/5/2019 1:36,11264861,8.312082036,treatment
3/5/2019 1:36,11577114,8.577321134,treatment
3/5/2019 1:37,11799065,12.42324544,control
3/5/2019 1:38,11864033,15.05376353,control
3/5/2019 1:38,11409471,8.62109884,treatment
3/5/2019 1:39,11640663,4.903747732,control
3/5/2019 1:39,11639003,9.47430545,treatment
3/5/2019 1:42,11315517,9.024113708,treatment
3/5/2019 1:48,11914789,4.896037863,treatment
3/5/2019 1:48,11914391,14.56363274,treatment
3/5/2019 1:49,11812819,7.028633206,control
3/5/2019 1:50,11692033,15.14497869,treatment
3/5/2019 1:50,11538889,3.497371061,control
3/5/2019 1:51,11525619,14.81327355,control
3/5/2019 1:52,11458759,10.79589275,treatment
3/5/2019 1:53,11814941,6.676151801,control
3/5/2019 1:54,11463453,10.82339087,control
3/5/2019 1:55,11614422,6.470618513,treatment
3/5/2019 1:55,11727287,4.838442245,control
3/5/2019 1:56,11879939,6.302318877,control
3/5/2019 1:56,11544257,3.419934445,control
3/5/2019 1:57,11454793,5.68455887,treatment
3/5/2019 1:57,11303450,8.8436121,control
3/5/2019 1:58,11779248,8.630363058,treatment
3/5/2019 1:59,11783775,26.271182,treatment
3/5/2019 2:00,11827556,11.17413012,treatment
3/5/2019 2:00,11623036,5.706151343,control
3/5/2019 2:02,11785833,18.01787471,treatment
3/5/2019 2:03,11342805,3.290333599,control
3/5/2019 2:04,11948606,12.74465785,control
3/5/2019 2:04,11709366,9.062459168,treatment
3/5/2019 2:05,11938193,10.00320989,control
3/5/2019 2:06,11686758,4.986972022,treatment
3/5/2019 2:07,11923202,7.93333138,control
3/5/2019 2:08,11946730,14.13683936,control
3/5/2019 2:10,11740164,6.188064659,control
3/5/2019 2:11,11712137,8.299081485,treatment
3/5/2019 2:11,11733053,10.35705496,treatment
3/5/2019 2:15,11410046,12.87279422,treatment
3/5/2019 2:15,11853335,13.4917892,control
3/5/2019 2:18,11499969,8.744280897,treatment
3/5/2019 2:19,11308605,3.845471259,control
3/5/2019 2:19,11758255,3.985458039,control
3/5/2019 2:20,11369075,21.6720468,control
3/5/2019 2:22,11844689,4.279882052,treatment
3/5/2019 2:22,11630926,7.574737245,control
3/5/2019 2:22,11700580,16.25252003,treatment
3/5/2019 2:23,11523177,6.142843147,control
3/5/2019 2:24,11573530,9.696143459,control
3/5/2019 2:25,11688479,9.920689658,control
3/5/2019 2:25,11774469,3.247374196,control
3/5/2019 2:27,11688596,7.834425019,treatment
3/5/2019 2:27,11619411,6.427614254,control
3/5/2019 2:27,11782740,6.493141925,treatment
3/5/2019 2:29,11412023,8.549550755,treatment
3/5/2019 2:30,11382277,16.0928253,treatment
3/5/2019 2:32,11714532,16.47586759,treatment
3/5/2019 2:32,11908652,6.046234311,treatment
3/5/2019 2:34,11449009,18.17825734,control
3/5/2019 2:34,11784300,10.68648466,control
3/5/2019 2:35,11627185,14.36113001,treatment
3/5/2019 2:36,11911123,8.954937633,treatment
3/5/2019 2:36,11607837,9.786872083,treatment
3/5/2019 2:37,11657261,19.93992147,control
3/5/2019 2:38,11609589,10.34132464,treatment
3/5/2019 2:38,11288333,14.92227882,control
3/5/2019 2:38,11752440,8.493785335,control
3/5/2019 2:39,11546870,15.12221193,control
3/5/2019 2:42,11802051,4.732896178,control
3/5/2019 2:42,11319813,23.52975751,treatment
3/5/2019 2:43,11410651,5.787025638,treatment
3/5/2019 2:45,11321203,4.02100596,treatment
3/5/2019 2:45,11300993,9.883682788,control
3/5/2019 2:45,11317819,10.61035215,treatment
3/5/2019 2:49,11633874,9.161251199,control
3/5/2019 2:49,11675953,14.01206063,treatment
3/5/2019 2:50,11540663,10.77565257,treatment
3/5/2019 2:51,11384144,6.137746783,treatment
3/5/2019 2:54,11274180,8.751131826,control
3/5/2019 2:54,11780749,5.666708572,control
3/5/2019 2:54,11831368,10.37276777,treatment
3/5/2019 2:54,11570981,2.304718387,control
3/5/2019 2:55,11825602,7.658466049,treatment
3/5/2019 2:58,11421283,11.30301675,control
3/5/2019 2:59,11484373,11.54898975,control
3/5/2019 2:59,11623087,7.036542439,treatment
3/5/2019 2:59,11843960,4.916959046,control
3/5/2019 3:00,11678127,12.90436525,control
3/5/2019 3:00,11419057,5.147776052,control
3/5/2019 3:01,11412040,10.47105601,treatment
3/5/2019 3:01,11288269,12.30052218,treatment
3/5/2019 3:02,11666077,8.890747223,control
3/5/2019 3:02,11568936,4.706673543,treatment
3/5/2019 3:02,11313246,4.529133247,control
3/5/2019 3:02,11682093,7.186359846,treatment
3/5/2019 3:02,11568395,4.271697777,control
3/5/2019 3:03,11810772,5.024314879,treatment
3/5/2019 3:05,11830929,3.142489224,treatment
3/5/2019 3:05,11677340,10.8506126,treatment
3/5/2019 3:06,11528834,6.587543851,control
3/5/2019 3:08,11702630,5.011604682,control
3/5/2019 3:09,11931025,6.065994154,treatment
3/5/2019 3:10,11661588,14.36510631,treatment
3/5/2019 3:10,11818263,8.144393794,treatment
3/5/2019 3:11,11290544,19.17962217,treatment
3/5/2019 3:12,11646569,2.708237943,treatment
3/5/2019 3:13,11903910,8.349475386,treatment
3/5/2019 3:13,11323497,4.905104211,control
3/5/2019 3:14,11515971,6.919432427,treatment
3/5/2019 3:16,11317155,7.104272477,treatment
3/5/2019 3:18,11379291,14.19855526,control
3/5/2019 3:18,11945881,19.75341007,control
3/5/2019 3:19,11879492,8.524772637,control
3/5/2019 3:19,11768700,9.180323382,treatment
3/5/2019 3:21,11643726,5.560915684,treatment
3/5/2019 3:21,11892253,10.68314331,treatment
3/5/2019 3:22,11853884,7.226807533,control
3/5/2019 3:23,11701769,9.87581265,control
3/5/2019 3:25,11851816,5.886918544,treatment
3/5/2019 3:26,11260964,4.603303719,control
3/5/2019 3:26,11416445,13.44190145,control
3/5/2019 3:26,11452430,17.32904016,treatment
3/5/2019 3:27,11341159,12.20109491,treatment
3/5/2019 3:27,11687833,6.742316321,treatment
3/5/2019 3:28,11867393,6.386413585,treatment
3/5/2019 3:28,11263026,7.698891067,control
3/5/2019 3:36,11490784,8.185097992,treatment
3/5/2019 3:36,11534494,12.95997397,treatment
3/5/2019 3:37,11565397,11.72824956,treatment
3/5/2019 3:38,11260848,11.48779115,treatment
3/5/2019 3:38,11855968,11.81711596,treatment
3/5/2019 3:39,11671694,20.74219035,control
3/5/2019 3:40,11916222,13.73625332,control
3/5/2019 3:40,11620229,9.881056306,treatment
3/5/2019 3:41,11688451,11.26918751,treatment
3/5/2019 3:41,11833829,4.420897255,treatment
3/5/2019 3:42,11608639,8.025716082,treatment
3/5/2019 3:42,11404365,3.559826692,control
3/5/2019 3:43,11934700,12.10477492,treatment
3/5/2019 3:45,11825609,6.785708534,treatment
3/5/2019 3:45,11478864,13.22602999,control
3/5/2019 3:45,11642484,10.63033523,treatment
3/5/2019 3:46,11432654,9.679002395,control
3/5/2019 3:47,11753338,8.852558844,control
3/5/2019 3:48,11374734,11.00253863,treatment
3/5/2019 3:48,11951022,1.616502905,treatment
3/5/2019 3:49,11594476,3.773208498,control
3/5/2019 3:49,11357543,12.02324294,treatment
3/5/2019 3:51,11759570,11.82780865,treatment
3/5/2019 3:51,11877575,7.552332165,treatment
3/5/2019 3:51,11826517,17.30147348,control
3/5/2019 3:51,11770986,17.08639765,treatment
3/5/2019 3:53,11688486,9.815432997,control
3/5/2019 3:53,11925657,11.08007104,control
3/5/2019 3:55,11770316,9.566346458,treatment
3/5/2019 3:55,11704033,19.64644253,control
3/5/2019 3:55,11372577,18.409897,treatment
3/5/2019 3:56,11354354,7.969556937,treatment
3/5/2019 3:57,11464189,2.996002357,treatment
3/5/2019 3:59,11368726,4.405754727,treatment
3/5/2019 4:01,11361736,16.86424269,treatment
3/5/2019 4:01,11488252,16.16923898,control
3/5/2019 4:03,11261724,6.15396826,treatment
3/5/2019 4:04,11940040,9.722779146,control
3/5/2019 4:04,11912072,6.231137831,control
3/5/2019 4:04,11606377,12.72091537,control
3/5/2019 4:05,11318991,5.065651402,control
3/5/2019 4:06,11715731,6.299052481,treatment
3/5/2019 4:14,11685030,5.758005627,control
3/5/2019 4:16,11714067,7.033414249,control
3/5/2019 4:17,11882455,10.33696375,control
3/5/2019 4:18,11672110,10.41592807,treatment
3/5/2019 4:18,11598983,15.0015348,treatment
3/5/2019 4:18,11259425,3.749279406,treatment
3/5/2019 4:19,11614093,9.727303298,treatment
3/5/2019 4:19,11852886,13.09081367,control
3/5/2019 4:19,11950786,2.705087604,control
3/5/2019 4:20,11375082,5.043983823,treatment
3/5/2019 4:20,11560905,9.07680087,treatment
3/5/2019 4:22,11689545,4.871698491,treatment
3/5/2019 4:23,11554406,18.27551123,control
3/5/2019 4:24,11493236,14.14627851,control
3/5/2019 4:25,11864199,14.5052006,treatment
3/5/2019 4:26,11617197,8.151623708,treatment
3/5/2019 4:27,11409754,4.870872963,treatment
3/5/2019 4:27,11305346,12.45362642,control
3/5/2019 4:30,11582860,20.16322111,treatment
3/5/2019 4:31,11613138,7.128904275,treatment
3/5/2019 4:32,11828366,12.16400604,control
3/5/2019 4:32,11616207,7.743553877,control
3/5/2019 4:34,11722395,9.797827249,control
3/5/2019 4:34,11879104,17.03937856,treatment
3/5/2019 4:34,11910675,7.74193613,control
3/5/2019 4:34,11840812,7.350478075,control
3/5/2019 4:35,11554467,9.634335568,treatment
3/5/2019 4:36,11764225,7.639641183,treatment
3/5/2019 4:36,11370019,17.38916354,control
3/5/2019 4:37,11601995,6.599576549,treatment
3/5/2019 4:37,11507139,5.381553507,treatment
3/5/2019 4:38,11329256,6.896500687,control
3/5/2019 4:39,11749884,6.142099034,control
3/5/2019 4:42,11600569,18.78555419,treatment
3/5/2019 4:42,11926294,11.32529725,treatment
3/5/2019 4:43,11704810,8.556656308,treatment
3/5/2019 4:45,11744689,8.521554209,control
3/5/2019 4:45,11817178,2.883614498,control
3/5/2019 4:47,11747800,10.52127722,control
3/5/2019 4:47,11808879,11.68480883,control
3/5/2019 4:48,11609841,6.244771222,control
3/5/2019 4:49,11640210,12.17336478,control
3/5/2019 4:52,11373439,21.07951017,control
3/5/2019 4:52,11750461,5.349135332,treatment
3/5/2019 4:53,11490788,14.18412406,control
3/5/2019 4:53,11848466,13.20160449,control
3/5/2019 4:54,11806476,15.15819148,control
3/5/2019 4:54,11822445,9.055910224,treatment
3/5/2019 4:55,11609660,9.110445402,control
3/5/2019 4:55,11946804,12.11540081,control
3/5/2019 4:57,11774144,5.136053943,control
3/5/2019 4:58,11484240,5.619208823,control
3/5/2019 4:59,11332753,5.385716111,treatment
3/5/2019 5:02,11785641,10.26627314,control
3/5/2019 5:02,11367333,10.70909999,treatment
3/5/2019 5:03,11683790,7.465745807,treatment
3/5/2019 5:05,11391693,9.709658633,control
3/5/2019 5:09,11929077,7.635457342,treatment
3/5/2019 5:09,11882506,7.096890964,control
3/5/2019 5:10,11377314,4.561016077,treatment
3/5/2019 5:10,11389197,6.142015932,treatment
3/5/2019 5:10,11716613,4.057994699,control
3/5/2019 5:10,11918819,10.78248506,treatment
3/5/2019 5:11,11818672,4.542426788,treatment
3/5/2019 5:12,11813597,8.533941678,control
3/5/2019 5:13,11458021,13.98251278,control
3/5/2019 5:13,11544532,17.67891428,control
3/5/2019 5:15,11920235,16.63345648,control
3/5/2019 5:16,11420839,4.749671557,treatment
3/5/2019 5:16,11796956,6.833711932,treatment
3/5/2019 5:16,11578418,17.56463597,treatment
3/5/2019 5:17,11568555,14.63772283,control
3/5/2019 5:17,11945223,14.41808475,treatment
3/5/2019 5:17,11693313,12.91298713,control
3/5/2019 5:17,11390781,6.350440513,treatment
3/5/2019 5:20,11313455,6.115457628,control
3/5/2019 5:21,11290082,5.459260375,control
3/5/2019 5:22,11621180,5.270024087,control
3/5/2019 5:23,11733815,12.69203604,control
3/5/2019 5:23,11293298,5.519603474,control
3/5/2019 5:23,11807381,8.868076931,treatment
3/5/2019 5:23,11709380,6.200556321,control
3/5/2019 5:25,11525202,4.798887546,control
3/5/2019 5:26,11721051,7.411190964,control
3/5/2019 5:28,11467266,10.65841993,treatment
3/5/2019 5:28,11713840,26.41428844,treatment
3/5/2019 5:29,11640895,7.529545666,treatment
3/5/2019 5:29,11683876,16.92090906,treatment
3/5/2019 5:30,11860704,13.84266253,treatment
3/5/2019 5:30,11824360,4.270519335,treatment
3/5/2019 5:31,11811145,7.416994077,treatment
3/5/2019 5:36,11334468,9.117291144,control
3/5/2019 5:37,11940725,4.826322039,control
3/5/2019 5:39,11803020,12.98999135,treatment
3/5/2019 5:39,11760563,10.71912991,treatment
3/5/2019 5:40,11761287,3.123723743,control
3/5/2019 5:42,11815244,9.391517087,control
3/5/2019 5:42,11287030,6.706247823,treatment
3/5/2019 5:42,11716341,12.0743526,control
3/5/2019 5:43,11577731,13.208875,treatment
3/5/2019 5:45,11907670,7.628408735,control
3/5/2019 5:47,11487090,7.350041185,control
3/5/2019 5:48,11644567,7.249309021,treatment
